VideoId,Segment,Number of cluster(K),Number of similar users,Similar users
V6,31,5,16,2-3-9-10-11-14-15-16-21-22-23-25-27-29-30-31
V6,32,5,19,2-3-6-7-9-10-14-15-16-17-18-21-22-23-24-27-29-30-31
V6,33,5,15,2-3-10-14-15-16-18-20-21-22-23-27-29-30-31
V6,34,5,18,1-2-3-7-10-14-15-16-18-20-21-22-23-26-27-29-30-31
V6,35,5,18,1-2-3-7-10-12-14-15-16-18-20-21-22-23-26-29-30-31
V6,36,5,13,1-2-5-10-12-14-16-21-23-26-29-30-31
V6,37,5,14,1-2-5-7-10-12-14-16-21-23-25-26-29-30
V6,38,5,15,1-2-5-7-10-12-14-16-19-23-25-26-29-30-32
V6,39,5,18,1-2-3-6-9-10-13-14-15-16-18-20-23-24-28-29-30-32
V6,40,5,16,1-9-10-11-14-15-16-18-20-23-24-27-28-29-31-32
V6,41,5,14,1-3-6-9-10-11-14-15-16-18-23-26-29-32
V6,42,5,19,1-3-6-9-10-11-12-14-16-17-18-20-22-23-25-27-28-29-32
V6,43,5,18,1-6-9-10-11-14-16-17-18-19-20-23-25-26-27-28-29-32
V6,44,5,15,1-6-7-9-10-11-14-16-19-21-23-25-26-29-32
V6,45,5,19,1-2-3-7-8-9-10-11-13-16-19-22-25-27-28-29-30-31-32
V6,46,5,15,1-2-9-10-11-14-16-19-21-22-27-28-29-30-32
V6,47,5,16,1-2-9-10-11-14-15-16-21-22-24-27-28-29-30-32
V6,48,5,16,1-2-6-9-10-11-14-15-16-18-19-21-25-26-29-32
V6,49,5,20,1-2-3-6-7-9-10-11-14-16-18-19-20-21-24-25-26-28-29-32
V6,50,5,17,1-2-6-9-10-11-14-16-18-20-21-25-26-28-29-31-32
V6,51,5,14,1-2-3-6-10-11-18-19-21-25-26-29-31-32
V6,52,5,16,1-2-3-6-7-10-11-15-18-20-21-25-26-29-31-32
V6,53,5,19,1-2-3-6-7-10-11-12-15-16-18-21-25-26-27-29-30-31-32
V6,54,5,22,1-2-3-5-6-7-8-10-12-15-16-17-18-21-23-25-26-27-29-30-31-32
V6,55,5,16,2-3-5-6-10-12-17-18-20-21-25-26-27-29-31-32
V6,56,5,18,1-2-3-6-7-10-12-15-16-18-21-24-25-27-28-29-31-32
V6,57,5,13,1-2-6-7-10-15-16-18-24-25-28-31-32
V6,58,5,18,1-3-6-7-8-10-12-14-15-16-17-20-21-22-25-26-31-32
V6,59,5,15,1-3-7-10-12-14-17-20-21-22-25-26-28-29-31
V6,60,5,16,1-3-4-7-10-11-12-14-16-17-21-22-23-25-29-31
V7,1,5,13,2-7-13-18-19-20-22-24-25-26-28-29-32
V7,2,5,13,1-2-5-9-11-13-16-18-19-22-23-29-30
V7,3,5,14,3-4-7-8-9-10-13-14-15-20-21-22-26-27
V7,4,5,13,4-6-7-9-13-14-17-18-19-20-21-24-30
V7,5,5,10,4-8-9-10-13-14-16-20-24-30
V7,6,5,10,1-4-6-8-13-16-18-21-23-30
V7,7,5,10,1-4-6-7-13-15-16-18-23-30
V7,8,5,14,3-5-9-10-12-14-17-25-26-27-28-29-31-32
V7,9,5,11,1-4-6-7-13-15-16-18-21-23-30
V7,10,5,20,1-3-4-6-7-9-12-13-14-15-16-18-20-22-23-24-25-26-29-30
V7,11,5,10,1-7-8-9-12-20-24-25-26-30
V7,12,5,13,2-3-4-5-6-10-12-13-15-16-22-27-29
V7,13,5,10,3-4-5-13-15-16-17-18-21-22
V7,14,5,9,3-4-5-6-10-15-16-18-22
V7,15,5,16,4-5-6-10-12-13-15-16-17-18-20-21-22-23-28-31
V7,16,5,17,3-4-5-6-7-10-12-13-15-16-17-20-21-22-23-28-31
V7,17,5,10,4-10-15-16-17-20-21-22-23-31
V7,18,5,10,1-2-3-5-7-12-13-16-18-29
V7,19,5,14,2-5-7-9-11-18-19-24-25-26-27-29-30-32
V7,20,5,15,3-5-7-8-9-13-15-16-18-19-20-22-24-25-30
V7,21,5,19,2-5-7-8-9-11-12-13-15-16-18-20-22-24-26-27-29-30-32
V7,22,5,13,3-5-7-9-15-16-18-19-21-23-24-29-30
V7,23,5,22,1-3-5-6-7-9-11-12-13-15-16-20-21-22-23-24-25-26-27-29-30-32
V7,24,5,25,1-2-3-5-6-7-9-10-11-13-14-15-16-20-21-22-23-24-25-26-27-29-30-31-32
V7,25,5,24,1-2-5-6-7-9-10-11-13-14-15-16-20-21-22-23-24-25-26-27-29-30-31-32
V7,26,5,25,1-2-5-6-7-9-10-11-12-13-14-15-16-20-21-22-23-24-25-26-27-29-30-31-32
V7,27,5,15,1-5-7-9-10-11-15-21-22-23-26-27-29-31-32
V7,28,5,11,2-5-10-11-12-14-21-24-26-27-31
V7,29,5,10,4-7-8-13-15-20-23-25-30-31
V7,30,5,10,5-9-11-13-16-18-19-21-25-32
V7,31,5,11,9-10-12-13-16-19-21-24-27-30-32
V7,32,5,12,2-5-11-13-14-16-20-26-27-28-29-32
V7,33,5,16,2-5-9-11-12-13-14-15-16-20-25-26-27-29-30-32
V7,34,5,13,1-4-9-10-12-17-19-21-23-24-28-29-30
V7,35,5,9,5-9-10-12-17-20-24-28-29
V7,36,5,8,2-6-11-15-16-19-25-26
V7,37,5,9,3-5-9-19-22-23-25-30-32
V7,38,5,11,2-9-13-18-20-21-22-23-25-29-30
V7,39,5,13,4-9-13-15-17-18-21-22-23-28-29-30-31
V7,40,5,13,3-4-8-11-13-15-17-20-23-25-28-30-31
V7,41,5,12,3-4-8-11-13-15-17-20-23-25-30-31
V7,42,5,12,2-4-8-11-13-15-16-19-23-25-30-31
V7,43,5,9,5-9-10-12-14-24-26-27-29
V7,44,5,12,2-3-4-6-9-10-11-13-17-25-30-31
V7,45,5,13,1-5-7-12-14-16-20-24-26-27-29-30-32
V7,46,5,14,3-6-10-11-12-15-16-17-18-19-21-23-28-31
V7,47,5,15,1-3-6-8-10-12-13-15-16-18-19-23-24-28-31
V7,48,5,17,1-3-6-8-9-10-11-13-15-16-20-21-22-23-24-28-31
V7,49,5,9,6-15-18-19-21-23-24-30-31
V7,50,5,11,3-6-8-10-13-17-19-20-23-24-30
V7,51,5,12,3-6-8-10-13-17-18-19-20-23-24-30
V7,52,5,15,2-3-4-6-8-10-13-15-17-18-20-22-23-24-30
V7,53,5,12,3-4-5-7-8-11-12-14-16-21-25-29
V7,54,5,14,2-6-10-13-15-16-17-19-20-23-24-28-30-31
V7,55,5,11,2-6-10-12-13-15-16-17-23-24-28
V7,56,5,9,1-5-16-20-22-23-26-27-32
V7,57,5,12,7-8-11-12-13-20-21-22-23-25-30-31
V7,58,5,9,7-8-11-20-21-23-25-29-30
V7,59,5,13,1-2-5-9-10-11-15-18-25-26-27-29-32
V7,60,5,12,1-4-5-9-10-11-15-18-26-27-29-32
V8,1,5,10,2-3-5-10-12-14-17-20-26-27
V8,2,5,15,2-3-10-12-13-14-17-23-24-26-27-28-29-31-32
V8,3,5,13,2-6-8-9-10-14-20-24-25-26-28-29-32
V8,4,5,11,1-3-5-11-12-13-16-17-20-23-28
V8,5,5,10,4-6-8-15-18-19-21-22-29-30
V8,6,5,9,2-9-10-18-22-24-25-26-32
V8,7,5,10,2-3-13-14-15-17-22-24-25-28
V8,8,5,10,3-4-5-13-14-17-18-20-24-28
V8,9,5,10,1-6-11-14-18-20-21-25-26-27
V8,10,5,11,1-4-6-8-11-14-18-21-25-27-32
V8,11,5,15,1-6-10-11-14-16-18-21-23-25-26-27-28-30-32
V8,12,5,12,6-9-10-11-14-16-21-23-25-26-30-32
V8,13,5,13,1-2-4-6-9-13-14-15-21-22-23-25-30
V8,14,5,13,1-2-4-6-9-11-13-14-15-21-22-25-30
V8,15,5,12,1-2-4-6-9-10-11-12-14-15-30-32
V8,16,5,16,1-2-4-6-7-8-9-10-11-12-14-15-16-21-30-32
V8,17,5,9,4-8-13-14-21-22-23-25-28
V8,18,5,12,1-2-3-6-7-8-10-11-16-21-22-32
V8,19,5,11,2-4-7-8-11-13-14-21-25-28-31
V8,20,5,13,1-5-6-8-10-11-14-16-22-28-30-31-32
V8,21,5,11,1-5-6-8-11-14-16-22-25-28-30
V8,22,5,14,1-5-6-11-15-16-18-19-22-23-25-28-29-30
V8,23,5,15,1-5-6-7-11-15-16-18-19-22-23-25-28-29-30
V8,24,5,10,1-3-6-8-11-16-19-22-25-30
V8,25,5,17,1-2-5-6-7-8-11-12-15-16-22-23-25-26-28-30-31
V8,26,5,16,1-2-4-5-6-10-12-15-16-20-22-23-25-28-30-31
V8,27,5,20,1-2-4-5-6-10-12-13-15-16-18-20-21-22-23-25-28-29-30-31
V8,28,5,13,1-2-10-11-13-16-20-22-23-25-26-29-30
V8,29,5,11,1-2-7-15-16-18-19-20-22-25-31
V8,30,5,10,1-2-4-9-11-12-16-20-22-25
V8,31,5,11,1-2-4-5-8-9-10-11-12-16-32
V8,32,5,13,1-2-4-5-7-8-9-11-12-16-24-28-32
V8,33,5,9,1-4-8-9-11-16-24-28-32
V8,34,5,12,1-2-4-8-9-11-13-15-16-24-28-31
V8,35,5,13,4-5-6-7-8-9-11-12-19-21-23-24-28
V8,36,5,10,3-4-6-7-8-9-12-24-28-31
V8,37,5,12,1-2-5-11-12-13-16-17-21-24-26-28
V8,38,5,11,1-2-4-7-12-13-16-17-20-26-28
V8,39,5,11,5-11-13-17-21-22-24-25-29-30-32
V8,40,5,11,2-7-13-17-18-21-22-24-25-30-32
V8,41,5,10,1-11-16-17-20-25-28-29-30-32
V8,42,5,13,1-5-10-11-14-16-17-20-21-23-25-30-31
V8,43,5,14,1-5-8-9-14-17-18-20-21-23-25-28-29-30
V8,44,5,11,1-10-11-15-16-20-21-24-25-26-31
V8,45,5,9,3-5-8-12-18-23-24-28-32
V8,46,5,9,6-11-13-14-15-20-26-30-31
V8,47,5,19,1-2-6-7-8-9-11-13-14-15-16-17-19-21-22-23-28-29-30
V8,48,5,18,1-2-4-5-6-8-9-11-13-14-15-17-21-22-23-28-29-30
V8,49,5,13,1-2-4-6-8-9-11-13-14-15-22-29-30
V8,50,5,11,3-4-11-13-20-21-23-24-28-30-32
V8,51,5,11,1-2-5-9-15-21-22-23-24-28-29
V8,52,5,14,1-6-7-8-11-12-14-15-16-19-23-24-26-27
V8,53,5,12,1-6-9-16-17-18-20-21-22-28-29-30
V8,54,5,14,1-5-6-9-11-12-13-16-18-21-22-28-29-30
V8,55,5,21,1-2-5-6-7-9-11-12-13-14-15-16-18-19-20-21-22-26-28-29-30
V8,56,5,18,1-2-5-6-9-11-12-14-15-16-18-20-21-22-26-28-29-30
V8,57,5,17,1-4-5-6-12-14-15-16-18-21-22-25-26-28-29-30-32
V8,58,5,14,1-4-6-9-12-14-15-18-21-26-29-30-31-32
V8,59,5,15,1-5-6-14-15-16-17-18-21-22-26-29-30-31-32
V8,60,5,14,1-5-6-7-14-16-17-18-21-22-28-29-30-32
V1,1,6,9,4-11-13-18-21-22-25-29-32
V1,2,6,12,4-7-11-13-16-18-22-23-25-26-29-32
V1,3,6,15,3-4-7-9-11-13-14-16-17-22-23-25-26-29-32
V1,4,6,14,2-3-4-5-7-10-11-13-14-23-24-25-27-32
V1,5,6,15,1-3-4-5-6-7-10-11-13-14-15-24-25-27-29
V1,6,6,12,1-2-4-5-6-11-13-14-15-21-25-27
V1,7,6,14,1-3-5-7-10-12-14-15-20-25-26-27-29-31
V1,8,6,18,1-3-4-5-7-8-10-13-14-15-17-20-25-26-27-28-29-31
V1,9,6,12,3-4-7-11-13-14-15-17-25-26-27-29
V1,10,6,10,2-4-14-15-18-23-25-26-27-29
V1,11,6,12,1-2-3-9-11-14-18-20-22-25-26-27
V1,12,6,12,4-6-13-15-17-21-23-24-27-28-29-31
V1,13,6,10,1-2-3-14-17-18-23-25-26-32
V1,14,6,11,1-3-6-12-14-17-19-25-26-28-32
V1,15,6,8,4-5-14-17-20-21-29-31
V1,16,6,12,1-3-4-5-6-15-22-25-26-27-29-31
V1,17,6,11,2-8-10-11-13-14-18-20-23-24-32
V1,18,6,10,1-3-6-8-9-21-24-25-26-27
V1,19,6,20,1-3-5-6-8-9-10-13-14-15-18-20-21-22-23-24-25-26-27-31
V1,20,6,13,1-3-6-9-14-15-18-20-21-22-25-26-27
V1,21,6,10,1-3-6-9-15-18-20-21-25-27
V1,22,6,14,1-3-5-6-9-15-20-21-22-23-24-25-26-27
V1,23,6,12,1-3-4-5-9-10-12-20-23-25-26-27
V1,24,6,12,4-5-7-10-12-13-15-21-23-24-27-31
V1,25,6,14,1-2-3-7-9-13-14-15-19-20-25-26-28-29
V1,26,6,11,1-3-7-9-13-14-15-25-26-28-29
V1,27,6,11,5-8-11-12-13-15-20-22-23-27-32
V1,28,6,11,5-8-9-11-12-13-15-20-22-23-27
V1,29,6,10,5-11-12-13-19-20-23-27-29-31
V1,30,6,13,1-3-9-11-12-14-15-25-26-28-29-31-32
V1,31,6,12,1-3-7-8-9-11-14-15-18-25-26-31
V1,32,6,11,1-2-3-7-9-11-15-25-26-28-31
V1,33,6,12,1-2-3-9-11-15-17-25-26-28-31-32
V1,34,6,13,1-2-3-9-16-17-18-23-25-26-27-28-29
V1,35,6,13,1-2-3-9-16-17-18-23-25-26-28-29-31
V1,36,6,15,1-2-3-4-9-15-16-18-19-23-25-26-28-29-31
V1,37,6,10,1-3-4-6-9-10-15-25-26-28
V1,38,6,9,1-3-6-9-12-25-26-27-28
V1,39,6,15,1-2-3-4-6-7-9-12-15-18-25-26-27-28-29
V1,40,6,15,1-3-4-6-7-9-10-12-20-23-25-26-27-28-29
V1,41,6,11,1-3-4-9-10-12-20-22-25-26-32
V1,42,6,15,1-3-4-6-9-10-12-20-22-23-25-26-27-29-32
V1,43,6,16,1-3-4-6-9-10-12-16-19-20-22-23-25-26-27-29
V1,44,6,16,1-3-6-7-9-10-12-16-19-20-23-25-26-27-29-31
V1,45,6,13,1-6-7-10-12-19-20-23-25-26-27-29-31
V1,46,6,11,1-4-7-9-10-16-20-24-25-26-31
V1,47,6,12,1-4-6-11-16-23-24-25-26-29-30-31
V1,48,6,12,1-4-6-7-9-11-19-23-24-26-30-31
V1,49,6,15,1-2-5-6-7-10-12-16-18-20-23-24-26-27-29
V1,50,6,11,1-2-5-6-7-10-16-18-26-27-31
V1,51,6,15,1-2-4-5-6-7-9-10-16-17-18-22-26-27-30
V1,52,6,18,1-2-5-6-7-8-9-10-14-17-18-20-21-22-25-26-27-30
V1,53,6,16,1-2-3-5-6-8-9-14-20-21-22-23-26-29-30-32
V1,54,6,15,1-2-3-5-6-9-14-20-21-22-23-26-29-30-32
V1,55,6,15,1-2-3-5-8-11-14-17-20-21-22-26-29-30-32
V1,56,6,13,1-2-5-6-9-11-12-13-20-21-23-25-26
V1,57,6,10,3-13-14-17-20-21-27-29-30-32
V1,58,6,9,1-3-14-18-21-25-27-29-32
V1,59,6,10,5-14-17-19-20-24-25-27-28-29
V1,60,6,9,1-10-14-17-18-24-25-26-32
V2,1,6,9,2-3-4-9-13-17-18-22-32
V2,2,6,9,1-4-7-15-16-19-22-30-32
V2,3,6,9,1-2-3-4-11-18-22-26-32
V2,4,6,10,1-2-3-7-17-18-22-26-28-32
V2,5,6,9,2-5-10-14-20-24-26-27-31
V2,6,6,13,1-3-4-6-10-14-15-16-17-18-21-23-32
V2,7,6,16,1-3-4-6-10-11-14-15-16-17-18-21-22-23-31-32
V2,8,6,11,1-3-4-14-15-16-19-21-22-25-27
V2,9,6,18,1-3-4-5-7-9-10-11-13-14-16-18-20-22-24-29-31-32
V2,10,6,16,1-3-4-5-10-11-13-14-16-19-20-22-24-26-29-32
V2,11,6,19,1-3-4-5-8-9-10-11-14-16-19-21-24-25-26-27-28-29-32
V2,12,6,19,1-3-4-5-7-8-9-10-11-14-15-16-21-24-25-28-29-31-32
V2,13,6,9,7-8-9-14-15-16-21-25-27
V2,14,6,11,2-3-6-7-9-10-14-18-24-27-29
V2,15,6,13,3-6-7-10-14-19-20-21-24-25-26-27-29
V2,16,6,10,3-7-10-14-21-24-26-27-29-32
V2,17,6,10,3-7-10-12-18-21-24-25-27-32
V2,18,6,9,3-10-12-14-20-21-25-28-30
V2,19,6,12,1-3-4-8-10-15-20-21-25-28-30-31
V2,20,6,12,1-7-8-9-15-18-20-21-22-24-25-30
V2,21,6,7,9-12-17-20-23-27-29
V2,22,6,10,1-5-7-18-21-22-23-25-30-31
V2,23,6,11,1-2-3-7-11-13-18-21-23-25-30
V2,24,6,14,1-2-3-11-15-16-17-18-21-22-23-25-26-30
V2,25,6,9,1-2-6-9-11-26-27-30-31
V2,26,6,14,1-2-6-8-9-15-17-18-22-23-26-27-30-31
V2,27,6,12,1-2-5-6-9-17-18-23-26-29-30-31
V2,28,6,10,1-4-6-7-8-18-22-23-25-26
V2,29,6,9,4-5-7-9-17-18-20-29-30
V2,30,6,9,4-5-9-12-17-18-20-23-29
V2,31,6,12,4-5-9-12-15-16-17-20-21-23-26-29
V2,32,6,11,2-4-5-9-15-16-21-24-25-26-29
V2,33,6,10,2-7-9-13-21-24-25-26-29-31
V2,34,6,11,1-2-7-9-11-21-25-26-27-29-31
V2,35,6,8,1-2-7-9-11-21-25-26
V2,36,6,9,1-2-9-15-21-25-26-27-32
V2,37,6,10,1-2-9-15-21-23-25-26-27-32
V2,38,6,9,1-3-15-19-20-21-25-26-27
V2,39,6,8,2-6-11-13-20-22-24-31
V2,40,6,9,1-22-24-25-26-27-28-29-30
V2,41,6,8,2-5-9-11-13-15-23-32
V2,42,6,8,1-6-23-25-26-27-28-29
V2,43,6,13,1-3-5-6-9-20-21-25-26-27-28-29-32
V2,44,6,10,1-5-6-10-18-23-25-29-30-32
V2,45,6,8,5-6-8-13-18-23-31-32
V2,46,6,11,1-8-9-10-13-19-20-25-26-29-31
V2,47,6,11,1-2-3-4-11-12-14-15-21-27-28
V2,48,6,9,8-9-10-12-15-25-26-27-29
V2,49,6,10,8-9-10-11-12-15-23-26-27-29
V2,50,6,8,1-2-3-13-14-21-24-28
V2,51,6,16,1-2-3-8-9-10-11-14-16-20-21-23-24-26-28-31
V2,52,6,9,3-8-14-16-20-21-23-28-31
V2,53,6,10,5-8-14-16-17-20-21-23-28-31
V2,54,6,10,2-5-8-14-17-21-23-24-28-31
V2,55,6,10,1-3-9-10-15-22-23-26-27-31
V2,56,6,9,2-5-13-14-16-17-27-28-29
V2,57,6,10,1-3-5-10-13-15-21-22-27-28
V2,58,6,9,1-12-13-18-19-21-26-28-31
V2,59,6,8,1-4-6-9-13-19-21-29
V2,60,6,8,1-4-6-9-13-19-21-29
V3,1,6,15,1-2-3-4-6-8-9-13-15-18-22-23-25-30-32
V3,2,6,7,1-3-6-9-10-12-22
V3,3,6,9,3-9-13-15-16-22-26-31-32
V3,4,6,12,1-4-5-7-8-10-17-20-23-24-28-30
V3,5,6,15,1-2-4-5-6-7-10-17-20-23-24-27-28-29-30
V3,6,6,10,1-7-13-16-18-20-21-23-24-25
V3,7,6,13,4-6-9-13-16-17-18-21-22-24-25-29-30
V3,8,6,9,8-13-16-21-22-24-25-29-30
V3,9,6,11,2-7-8-11-14-20-21-22-23-25-29
V3,10,6,9,2-9-12-23-24-28-30-31-32
V3,11,6,11,2-7-10-12-14-20-21-22-23-27-29
V3,12,6,9,1-5-6-8-9-13-16-21-22
V3,13,6,15,1-4-5-6-8-10-12-13-14-22-23-26-29-30-31
V3,14,6,10,4-5-10-12-14-22-26-29-30-31
V3,15,6,9,1-3-10-14-15-22-26-31-32
V3,16,6,11,1-4-7-10-14-16-22-26-29-31-32
V3,17,6,14,1-4-5-7-10-11-12-14-16-22-26-29-31-32
V3,18,6,11,1-4-7-10-11-22-23-26-29-31-32
V3,19,6,9,4-10-17-18-22-23-26-30-32
V3,20,6,8,8-14-15-16-20-24-25-28
V3,21,6,12,3-4-5-8-14-15-20-21-25-27-28-31
V3,22,6,11,2-6-7-10-13-16-17-18-19-26-27
V3,23,6,12,2-5-6-10-13-16-17-18-24-26-27-31
V3,24,6,8,1-6-9-10-15-17-23-31
V3,25,6,14,1-5-6-9-13-16-17-18-19-20-23-25-28-31
V3,26,6,12,8-9-13-15-19-20-21-22-25-26-27-31
V3,27,6,9,1-5-6-7-15-17-18-23-31
V3,28,6,9,3-5-7-12-17-25-27-28-31
V3,29,6,10,4-5-11-17-19-25-27-28-29-31
V3,30,6,9,1-3-6-7-9-11-16-18-26
V3,31,6,9,3-5-12-19-20-21-28-30-31
V3,32,6,10,1-4-6-7-9-17-18-27-28-31
V3,33,6,8,7-8-9-13-16-23-24-30
V3,34,6,10,2-8-10-12-13-14-16-18-21-23
V3,35,6,12,2-4-5-6-8-11-12-13-15-17-23-31
V3,36,6,11,1-3-5-13-16-21-22-25-26-29-30
V3,37,6,15,1-2-5-8-13-16-20-21-22-23-25-26-29-30-31
V3,38,6,13,8-11-13-15-16-20-21-22-23-24-26-29-31
V3,39,6,10,10-17-20-21-24-25-26-27-29-31
V3,40,6,12,10-11-12-14-17-20-21-25-26-27-29-31
V3,41,6,11,11-12-14-20-21-24-25-26-27-29-31
V3,42,6,9,2-5-11-13-14-18-25-26-29
V3,43,6,10,2-4-5-9-13-14-22-25-26-29
V3,44,6,14,1-2-4-5-9-13-14-15-16-22-25-26-29-32
V3,45,6,10,1-7-12-13-14-20-24-26-29-32
V3,46,6,10,2-5-12-14-20-24-25-26-29-32
V3,47,6,9,2-3-4-5-11-20-25-31-32
V3,48,6,10,3-5-10-11-12-20-25-27-29-32
V3,49,6,7,1-6-13-15-22-23-30
V3,50,6,8,1-4-6-9-16-22-23-30
V3,51,6,9,3-5-10-12-13-20-21-27-32
V3,52,6,9,3-4-10-12-14-17-20-26-27
V3,53,6,8,5-8-13-15-18-19-28-30
V3,54,6,11,4-11-12-15-16-17-22-28-29-30-31
V3,55,6,12,1-2-6-7-11-14-21-22-23-25-26-29
V3,56,6,10,5-13-15-21-22-23-25-27-28-31
V3,57,6,9,1-6-11-15-16-19-25-29-30
V3,58,6,9,4-11-14-19-21-22-28-29-30
V3,59,6,12,2-3-5-6-9-10-12-13-19-20-21-23
V3,60,6,10,1-3-10-11-12-14-20-21-26-27
V4,1,6,9,1-4-7-9-11-13-18-25-32
V4,2,6,11,7-11-13-18-20-21-22-23-28-31-32
V4,3,6,9,5-13-17-21-23-24-26-28-31
V4,4,6,10,5-12-21-23-24-25-26-28-29-31
V4,5,6,10,1-4-7-11-13-16-17-18-21-32
V4,6,6,10,1-4-11-13-15-16-18-21-30-32
V4,7,6,13,1-4-6-7-8-9-13-15-16-17-22-23-30
V4,8,6,16,1-4-6-8-9-11-13-15-16-17-18-19-22-25-27-30
V4,9,6,16,1-3-6-9-10-13-14-15-16-18-20-22-24-26-27-30
V4,10,6,16,1-4-6-9-13-15-16-17-18-19-21-22-28-29-30-32
V4,11,6,15,1-4-6-9-15-16-18-19-21-22-23-25-29-30-32
V4,12,6,19,1-3-4-9-10-14-15-16-20-21-22-23-24-25-26-27-29-30-32
V4,13,6,14,1-3-4-9-14-16-20-21-24-25-26-27-29-30
V4,14,6,17,1-3-4-9-12-14-16-19-20-21-24-25-26-27-28-29-30
V4,15,6,9,1-8-14-20-21-24-27-28-29
V4,16,6,16,1-3-4-8-9-13-20-21-24-25-26-27-28-29-30-31
V4,17,6,11,3-8-9-13-20-25-26-27-29-30-31
V4,18,6,14,1-4-5-8-15-20-21-24-25-26-27-28-29-30
V4,19,6,15,1-2-4-5-8-13-15-20-21-24-25-26-27-29-30
V4,20,6,10,2-5-8-9-12-13-20-26-28-31
V4,21,6,9,2-5-7-8-9-12-20-28-31
V4,22,6,12,2-5-8-9-13-15-16-21-24-26-27-28
V4,23,6,9,7-8-9-13-15-16-21-24-26
V4,24,6,12,7-8-9-13-15-16-18-21-24-26-28-31
V4,25,6,10,1-2-3-9-13-16-18-21-26-28
V4,26,6,11,1-2-5-9-10-13-16-17-21-26-28
V4,27,6,16,1-2-3-5-10-13-14-16-17-19-21-25-26-27-28-29
V4,28,6,17,1-2-3-5-10-12-14-15-16-17-19-20-21-26-27-28-29
V4,29,6,11,2-5-10-12-13-16-17-21-26-28-29
V4,30,6,11,2-5-12-13-16-17-21-22-26-28-29
V4,31,6,13,2-5-10-12-13-16-17-21-22-26-28-31-32
V4,32,6,13,2-5-8-13-16-17-18-20-21-22-26-28-31
V4,33,6,10,2-3-5-8-10-12-20-26-29-31
V4,34,6,12,2-3-5-10-11-12-13-18-20-26-29-31
V4,35,6,14,3-5-7-13-15-16-18-21-22-26-27-28-29-31
V4,36,6,12,3-13-15-16-17-18-21-22-26-27-28-29
V4,37,6,13,3-5-7-8-9-10-14-16-19-20-26-30-31
V4,38,6,11,7-9-12-13-15-19-21-22-23-28-31
V4,39,6,10,8-12-17-18-19-20-24-25-29-31
V4,40,6,13,5-8-12-15-17-18-20-22-24-25-28-29-31
V4,41,6,13,5-12-13-15-17-18-20-22-24-25-28-29-31
V4,42,6,13,5-13-15-16-17-18-20-22-24-25-28-29-31
V4,43,6,12,7-13-15-16-17-18-20-22-25-28-29-31
V4,44,6,13,7-13-15-16-17-18-19-20-22-25-28-29-31
V4,45,6,9,1-2-3-10-11-12-14-23-30
V4,46,6,9,16-17-18-19-22-25-28-29-31
V4,47,6,12,1-2-3-7-9-10-13-14-23-24-27-30
V4,48,6,11,15-16-17-18-19-20-22-25-28-29-31
V4,49,6,11,15-16-17-18-19-20-22-25-28-29-31
V4,50,6,12,1-2-3-7-9-10-11-14-23-24-27-30
V4,51,6,11,5-13-15-16-17-18-19-22-25-28-31
V4,52,6,11,1-2-3-7-8-9-10-14-23-27-30
V4,53,6,11,1-2-3-7-8-9-10-14-23-27-30
V4,54,6,11,1-2-3-7-8-9-10-14-23-27-30
V4,55,6,11,5-11-13-17-20-24-25-28-29-31-32
V4,56,6,11,5-11-13-16-17-20-24-25-29-31-32
V4,57,6,15,5-13-15-16-17-18-19-20-21-22-24-25-28-29-31
V4,58,6,11,11-13-15-16-17-18-19-22-24-25-31
V4,59,6,13,8-11-13-15-16-17-18-19-22-24-25-28-31
V4,60,6,9,5-12-13-16-20-21-28-29-31
V5,1,6,9,7-8-16-19-22-23-24-25-28
V5,2,6,8,6-13-15-16-18-24-25-31
V5,3,6,11,1-7-15-16-18-23-24-25-26-28-29
V5,4,6,10,1-7-13-15-16-22-25-26-27-29
V5,5,6,14,7-8-13-15-16-18-19-20-22-25-26-27-29-30
V5,6,6,9,4-9-11-14-16-21-24-28-32
V5,7,6,16,2-3-4-9-13-14-16-17-20-21-23-25-28-29-31-32
V5,8,6,16,2-3-4-5-6-8-13-14-16-17-20-23-28-29-31-32
V5,9,6,22,2-3-4-6-12-13-14-15-16-17-18-20-21-22-23-25-27-28-29-30-31-32
V5,10,6,19,1-2-4-6-7-13-15-16-17-18-21-22-23-25-28-29-30-31-32
V5,11,6,16,1-4-5-6-13-15-16-17-18-21-23-25-28-29-31-32
V5,12,6,17,1-2-7-8-9-13-15-16-18-19-21-22-23-26-28-29-30
V5,13,6,13,1-2-8-13-15-16-18-21-22-23-28-29-30
V5,14,6,14,2-7-8-13-15-16-18-21-23-25-26-28-29-30
V5,15,6,15,1-2-4-5-6-8-9-10-12-13-14-15-17-30-32
V5,16,6,14,2-3-7-12-13-14-15-17-21-23-24-26-27-29
V5,17,6,18,1-2-6-9-12-13-14-15-17-21-23-24-26-27-28-29-31-32
V5,18,6,20,1-2-5-6-8-9-11-12-13-14-16-17-21-23-24-26-27-28-31-32
V5,19,6,18,1-2-3-6-9-11-12-14-16-17-21-23-24-26-27-28-31-32
V5,20,6,23,1-2-5-6-7-9-11-12-13-14-16-17-18-21-22-23-24-26-27-28-29-31-32
V5,21,6,8,2-8-13-21-22-24-26-29
V5,22,6,19,1-2-3-5-7-9-11-12-13-14-16-17-22-24-27-29-30-31-32
